batch_index,num_vectors,latency_s,workers_at_time
6,50,1.5960574359996826,22
16,50,1.6528846119999798,22
10,50,3.5659013889999187,22
15,50,3.5707624930000748,22
11,50,3.6162007089988037,22
9,50,3.6569298450012866,22
3,50,3.799851394000143,22
8,50,3.7934269980014506,22
18,50,3.770719444999486,22
17,50,3.786303120001321,22
2,50,3.8745559220005816,22
1,50,3.8862251350001316,22
12,50,3.865221598000062,22
21,50,3.849905729999591,22
5,50,3.9113640329996997,22
19,50,3.8832484609993116,22
4,50,3.9920672949992877,22
7,50,4.04057788099999,22
14,50,4.038365276999684,22
20,50,4.028375026000504,22
0,50,4.102724857999419,22
13,50,4.081368830000429,22
23,50,2.6910754320015258,22
22,50,2.7823540509998566,22
25,50,0.9696210889997019,22
24,50,1.1146276529998431,22
26,50,1.2849643099998502,22
27,50,1.8531789879998541,22
29,50,2.585353667000163,22
31,50,2.623096692999752,22
28,50,2.7168903879992286,22
38,50,2.5280504309994285,22
37,50,2.6091065050004545,22
32,50,2.727109395000298,22
40,50,2.533549908999703,22
30,50,2.800830844000302,22
42,50,2.5633745009999984,22
36,50,2.8028095360004954,22
39,50,2.694716422000056,22
35,50,2.8692108429986547,22
43,50,2.908418619999793,22
33,50,3.1926895910000894,22
34,50,3.254080734999661,22
41,50,3.14370160100043,22
47,50,2.879934370999763,22
46,50,3.028556977000335,22
45,50,3.4204308330008644,22
49,50,2.30461339500107,22
44,50,3.570541471000979,22
48,50,3.052854194998872,22
51,50,3.4218705339990265,22
50,50,3.592138175999935,22
54,50,3.502321588999621,22
52,50,3.57024294599978,22
53,50,3.665880114000174,22
55,50,3.682546268999431,22
57,50,3.698423141000603,22
56,50,3.7403741369998897,22
58,50,3.729868919001092,22
59,50,3.7026188840009127,22
60,50,3.7354200329991727,22
61,50,3.7522389679998014,22
63,50,3.5303684450009314,22
64,50,3.455831044999286,22
65,50,3.480888013000367,22
62,50,3.8082576259985217,22
67,50,3.3409041610011627,22
71,50,3.097736192001321,22
66,50,3.503810854001131,22
68,50,3.3600537300008,22
69,50,3.356668982998599,22
70,50,3.2498330769994936,22
72,50,2.401101727000423,22
74,50,2.4192784189999657,22
73,50,2.7954622840006778,22
75,50,2.745773337999708,22
77,50,3.0391600570001174,22
79,50,3.0274662930005434,22
78,50,3.062128224000844,22
80,50,3.001991951998207,22
82,50,3.1274734409998928,22
81,50,3.274136627000189,22
83,50,3.216284137999537,22
76,50,3.5848315820003336,22
84,50,3.1813365500001964,22
86,50,3.094195592999313,22
88,50,3.251074488998711,22
85,50,3.60967457300103,22
87,50,3.579379908000192,22
91,50,3.2402421589995356,22
93,50,3.2246027199998935,22
90,50,3.4444304650005506,22
89,50,3.474681806001172,22
92,50,3.4390005200002634,22
94,50,2.5371526290000475,22
95,50,2.4942266260004544,22
97,50,2.1366504529996746,22
96,50,2.7076870939999935,22
99,50,2.3861046510010055,22
100,50,2.52921208600128,22
98,50,2.6983079689998704,22
102,50,2.4813862980008707,22
103,50,2.3994131299987203,22
104,50,2.4297149760004686,22
106,50,2.3929898489986954,22
105,50,2.6493449270001292,22
107,50,2.6298123389988177,22
101,50,3.241840337999747,22
108,50,2.429075981999631,22
109,50,2.6478265160003502,22
110,50,2.5389467469994997,22
112,50,2.5985209379996377,22
113,50,2.6115111660001276,22
114,50,2.613465724998605,22
111,50,2.754229223000948,22
116,50,2.4042856949999987,22
118,50,2.285189559999708,22
115,50,2.674785638000685,22
117,50,2.5068865709999955,22
119,50,2.1922945260012057,22
120,50,2.42846634200032,22
121,50,2.3320292999997037,22
122,50,2.2322004810012004,22
123,50,2.201545758998691,22
126,50,2.261787874998845,22
125,50,2.413631624000118,22
124,50,2.527958377999312,22
127,50,2.227836607999052,22
128,50,2.3154856719993404,22
129,50,2.386662081000395,22
130,50,2.3961478380006156,22
132,50,2.4555290320004133,22
131,50,2.743102936001378,22
135,50,2.5424531839998963,22
134,50,2.5546259399998235,22
133,50,2.7371148450001783,22
138,50,2.5760781850003696,22
137,50,2.6430099419994804,22
139,50,2.6226808240007813,22
136,50,2.7887653510006203,22
140,50,2.971741897999891,22
141,50,2.797805846999836,22
142,50,2.3931198969985417,22
143,50,2.4127072709998174,22
144,50,2.400185614000293,22
146,50,2.4187303290000273,22
145,50,2.7225749579993135,22
149,50,2.4413627779995295,22
150,50,2.606121102000543,22
151,50,2.452440249000574,22
147,50,2.9901523539992922,22
152,50,2.6069869290004135,22
148,50,3.0073863960005838,22
153,50,2.4884730680005305,22
154,50,2.927434306999203,22
155,50,2.853092064999146,22
157,50,2.9952777010003047,22
158,50,3.1250602640011493,22
161,50,3.160900943001252,22
160,50,3.211024616999566,22
156,50,3.532205542000156,22
159,50,3.693600390000938,22
163,50,3.215417225999772,22
162,50,3.2638504180013115,22
164,50,3.410019270000703,22
166,50,3.3592601269992883,22
167,50,3.4585572659998434,22
168,50,3.558756940999956,22
165,50,4.0825127759999305,22
170,50,3.4844669659996725,22
171,50,3.376905553999677,22
173,50,3.310938990000068,22
174,50,3.315225496000494,22
169,50,3.891704228999515,22
175,50,3.3648527709992777,22
176,50,3.1067203680013336,22
172,50,4.117582625998693,22
178,50,3.1143286829992576,22
180,50,2.8831735240000853,22
181,50,2.8687510910003766,22
182,50,2.7848277520006377,22
177,50,3.608831937001014,22
183,50,3.1731647929991595,22
179,50,3.848766933000661,22
184,50,3.5156021950006107,22
185,50,3.5453982040016854,22
186,50,3.5222183839996433,22
187,50,4.127724617999775,22
189,50,3.6279864700009057,22
188,50,4.058820640999329,22
191,50,3.550998990000153,22
192,50,3.558643660000598,22
193,50,3.48499775900018,22
194,50,3.637165610000011,22
190,50,3.888741710001341,22
196,50,3.4023825589993066,22
195,50,4.01981267300107,22
198,50,3.373555153999405,22
197,50,3.43988168100077,22
202,50,3.271234136000203,22
201,50,3.2793950529994618,22
203,50,3.1325578590003715,22
204,50,2.651030888000605,22
199,50,3.619321635000233,22
205,50,2.7050234919988725,22
200,50,3.5445039629994426,22
207,50,2.401917900000626,22
206,50,2.815577209001276,22
208,50,2.5471806449986616,22
209,50,2.0607768740010215,22
210,50,2.065832564001539,22
211,50,2.356760406999456,22
214,50,2.3100042440000834,22
212,50,2.360209308000776,22
216,50,2.5649164890000975,22
217,50,2.5673066309991555,22
213,50,2.917262857999958,22
219,50,2.2916621999993367,22
220,50,2.4762987710000743,22
215,50,2.9999239110002236,22
218,50,2.8419722500002536,22
223,50,2.5536829339998803,22
222,50,2.61693210500016,22
221,50,2.6769990020002297,22
224,50,2.6023749010000756,22
225,50,2.572480282999095,22
226,50,2.574331522000648,22
228,50,2.4830760529985128,22
229,50,2.3051336930002435,22
227,50,2.807532147000529,22
230,50,2.480151752999518,22
232,50,2.2691597630000615,22
234,50,1.9367978450009105,22
231,50,2.482722198999909,22
235,50,1.9364468799994938,22
233,50,1.9861872649998986,22
236,50,1.9217781030001788,22
237,50,1.9766632679984468,22
238,50,2.190169796000191,22
239,50,2.4648856189996877,22
240,50,2.5065514800007804,22
243,50,2.360174551000455,22
241,50,2.6423710789986217,22
244,50,2.333980725001311,22
245,50,2.334824851999656,22
246,50,2.3337458390014945,22
242,50,2.7038344370012055,22
247,50,2.508663214999615,22
249,50,2.4466880920008407,22
250,50,2.676888350999434,22
248,50,2.948400455999945,22
253,50,2.6044720389982103,22
251,50,2.8042228770009388,22
255,50,2.5078592450008728,22
254,50,2.5148514810007327,22
256,50,2.575359947999459,22
257,50,2.562639836998642,22
259,50,2.173462542999914,22
252,50,2.910730779000005,22
260,50,1.962653317999866,22
258,50,2.3697774140000547,22
261,50,1.7432125479990646,22
262,50,1.9288759129995015,22
264,50,1.893118742000297,22
267,50,2.122380429000259,22
266,50,2.1495064640002965,22
263,50,2.248407238001164,22
265,50,2.382403518000501,22
268,50,2.1342284270012897,22
270,50,2.1815840050003317,22
269,50,2.195897726000112,22
271,50,2.135490620999917,22
276,50,2.340303456001493,22
275,50,2.4065204500002437,22
273,50,2.495495049000965,22
272,50,2.6146663699983037,22
278,50,2.504429665999851,22
279,50,2.431669593001061,22
281,50,2.3763338509997993,22
283,50,2.356198356999812,22
280,50,2.5863955830009218,22
277,50,2.783259588000874,22
274,50,3.1371455560001777,22
284,50,2.400930853000318,22
282,50,3.2549084479996964,22
287,50,2.4383845110005495,22
288,50,2.517314760998488,22
286,50,2.5711475560001418,22
285,50,2.9417274239986,22
290,50,2.433590272999936,22
289,50,2.490626753999095,22
291,50,2.364674603999447,22
293,50,2.1364657009999064,22
292,50,2.747296980000101,22
294,50,2.2971118270015722,22
295,50,2.2376563169982546,22
296,50,2.4704796570003964,22
297,50,2.525864414001262,22
298,50,2.7503519599995343,22
299,50,2.749145347999729,22
301,50,2.668971382001473,22
300,50,2.76884147400051,22
303,50,2.641586987001574,22
304,50,2.564287682000213,22
302,50,3.0268613810003444,22
306,50,2.45157134100009,22
305,50,3.1609655119991658,22
308,50,2.8255060899991804,22
311,50,2.8228320049984177,22
313,50,2.9280981329993665,22
312,50,3.001548690999698,22
307,50,3.7382140710014937,22
309,50,3.727026777998617,22
310,50,3.688840668000921,22
315,50,3.3353489929995703,22
314,50,3.7104705950005155,22
317,50,3.2234873010002048,22
316,50,3.234868956000355,22
318,50,3.342112398999234,22
321,50,3.098277267999947,22
320,50,3.152487066001413,22
322,50,3.175307153000176,22
324,50,3.1361602779998066,22
319,50,3.772217157000341,22
