batch_index,num_vectors,latency_s,workers_at_time
4,50,2.1425145880002674,21
8,50,2.1771453809997183,21
7,50,2.4379084180000063,21
6,50,2.4940838950005855,21
1,50,2.6539501970000856,21
17,50,2.6183491540014074,21
9,50,2.739054395999119,21
19,50,2.731099159000223,21
0,50,2.8387049510001816,21
10,50,2.825120561999938,21
14,50,2.8303128690004087,21
20,50,2.8509613200003514,21
3,50,2.9228458420002426,21
12,50,2.8895689270011644,21
16,50,2.876003961000606,21
5,50,2.9228240770007687,21
13,50,2.8956870710007934,21
2,50,2.946319628999845,21
15,50,2.98692916499931,21
18,50,2.98785580600088,21
11,50,3.0695474999993166,21
21,50,1.0782380139989982,21
22,50,1.2466858699990553,21
24,50,1.0767168930015032,21
23,50,1.2302668819993414,21
27,50,0.9471782229993551,21
25,50,1.2546290119989862,21
26,50,1.2351240290008718,21
28,50,1.48840811700029,21
29,50,1.872223563001171,21
31,50,1.8297856859990134,21
33,50,1.9454776009988564,21
38,50,1.9489529359998414,21
36,50,2.0596621630011214,21
37,50,2.0655334220009536,21
32,50,2.0978232590005064,21
40,50,2.04201828999976,21
39,50,2.0630428530002973,21
41,50,2.000387688000046,21
35,50,2.1842031510004745,21
34,50,2.19041241999912,21
42,50,1.9309140590012248,21
30,50,2.366983212999912,21
44,50,2.0347419059999083,21
43,50,2.1948773349995463,21
45,50,2.033015888000591,21
46,50,2.0147495860001072,21
47,50,1.8299309960002574,21
48,50,1.82346588099972,21
49,50,1.5214968780001072,21
50,50,1.2462574760011194,21
51,50,1.3188812059997872,21
52,50,1.530583657000534,21
53,50,1.854939392000233,21
55,50,1.8138671859996975,21
54,50,1.8492595500010793,21
59,50,1.743005632999484,21
60,50,1.7455176309995295,21
61,50,1.7579413270013902,21
58,50,1.7762895449995995,21
57,50,1.8227238850013237,21
62,50,1.7524583470003563,21
63,50,1.853797821999251,21
56,50,2.0932805239990557,21
65,50,1.8861392630005867,21
66,50,1.9283473750001576,21
67,50,1.9403734740008076,21
69,50,1.95955717400102,21
70,50,1.9788144480007759,21
64,50,2.1733902679989114,21
71,50,1.8616296139989572,21
72,50,1.8112380919992574,21
68,50,2.211484940000446,21
73,50,1.802568187998986,21
78,50,1.7393842799992854,21
77,50,1.7747343899991392,21
79,50,1.8354539570009365,21
75,50,1.8998838369989244,21
81,50,1.8697883580007328,21
83,50,1.7294389639992005,21
84,50,1.7353216400006204,21
82,50,2.070052402001238,21
74,50,2.266896827999517,21
76,50,2.177875376000884,21
80,50,2.2936350740001217,21
85,50,1.69351954099875,21
86,50,1.7360804639993148,21
91,50,1.7027473769994685,21
89,50,1.7266867100006493,21
92,50,1.7173756920001324,21
88,50,1.8893482140010747,21
87,50,1.929033114000049,21
93,50,1.6652170649995242,21
90,50,1.8195053059989732,21
94,50,1.4954248280009779,21
96,50,1.2907599680002022,21
95,50,1.4354773510003724,21
98,50,1.923931942001218,21
97,50,1.9384242320011253,21
99,50,1.9244744129991886,21
100,50,2.1910430759999144,21
102,50,2.2648251810005604,21
104,50,2.3543731949994253,21
103,50,2.7241580249992694,21
105,50,2.591237906999595,21
101,50,3.071861323000121,21
106,50,2.705910512000628,21
108,50,2.757988961000592,21
109,50,2.7865176030009025,21
107,50,2.9431479280010535,21
110,50,2.8208582239985844,21
111,50,2.8084045499999775,21
112,50,2.799905158999536,21
113,50,2.793498937999175,21
115,50,2.8556758659997286,21
117,50,2.561823263999031,21
114,50,2.989526773999387,21
119,50,2.4456126500008395,21
120,50,2.380997534000926,21
116,50,3.1937370769992413,21
118,50,2.6249707829992985,21
121,50,2.280311210999571,21
122,50,2.2368206299997837,21
124,50,1.8097335239999666,21
125,50,1.8021510950002266,21
126,50,1.9777495690013893,21
123,50,2.556269181000971,21
127,50,2.3334167770008207,21
128,50,2.5565603440009,21
130,50,2.502141622000636,21
131,50,2.6907940200017038,21
134,50,2.6858294140001817,21
132,50,2.7371819660002075,21
136,50,2.613603752999552,21
135,50,2.7092167930004507,21
137,50,2.6622112860004563,21
129,50,2.966438294000909,21
133,50,3.127527316000851,21
139,50,2.552103662999798,21
138,50,2.597959651000565,21
140,50,2.6731384889990295,21
141,50,2.5330590270004905,21
144,50,2.375783446999776,21
145,50,2.4301739780003118,21
142,50,2.718001766999805,21
143,50,2.5109532120004587,21
147,50,2.171635102999062,21
146,50,2.3866290480000316,21
148,50,2.083936121998704,21
150,50,1.6356749950009544,21
149,50,1.8186561349994008,21
152,50,1.738326175000111,21
153,50,1.7035835759998008,21
154,50,1.6739301170000545,21
156,50,1.7028926869988936,21
157,50,1.7550431660001777,21
151,50,1.9926888959998905,21
155,50,1.991363310999077,21
159,50,1.6294093260003137,21
158,50,1.8451761080013966,21
161,50,1.594537238999692,21
162,50,1.5805463260003307,21
160,50,1.827910771000461,21
163,50,1.6410543589990993,21
165,50,1.631325147998723,21
166,50,1.6290397200009465,21
164,50,1.6485986130010133,21
167,50,1.8599769890006428,21
170,50,1.52477731900035,21
169,50,1.7060029099993699,21
171,50,1.4313186940016749,21
168,50,1.9958039809989714,21
172,50,1.5651142780006921,21
173,50,1.5901043309986562,21
174,50,1.5975135659991793,21
175,50,1.657805503000418,21
176,50,1.897269230999882,21
177,50,1.8984240570007387,21
178,50,1.8093870990014693,21
179,50,1.874345471000197,21
182,50,1.9386476349991426,21
181,50,2.0868823529999645,21
183,50,1.956796281001516,21
180,50,2.208143662001021,21
187,50,2.0148595819991897,21
185,50,2.0300400460000674,21
184,50,2.256404935998944,21
188,50,1.925799728000129,21
189,50,1.9510473699992872,21
186,50,2.324494230999335,21
190,50,1.9251500899990788,21
191,50,2.0062503030003427,21
193,50,1.8869022930011852,21
194,50,1.859827428999779,21
196,50,1.7830326370003604,21
195,50,2.0404384129997197,21
198,50,1.7010951200009004,21
192,50,2.393124454998542,21
197,50,1.8210650199998781,21
200,50,1.7992376430011063,21
199,50,1.8984875890000694,21
201,50,1.7032571269992332,21
203,50,1.609957774000577,21
202,50,1.8026471129996935,21
205,50,1.7909531559998868,21
206,50,1.8593901589993038,21
204,50,2.0912561010009085,21
207,50,1.8443196740008716,21
208,50,1.837390646998756,21
211,50,1.7706265400011034,21
210,50,1.8606419199986703,21
212,50,1.8920142880015192,21
209,50,2.0556813729999703,21
214,50,1.7422045910007,21
213,50,1.7652080830011982,21
215,50,1.9288431120003224,21
217,50,1.6891274110002996,21
218,50,1.6880268969998724,21
216,50,1.9647770230003516,21
221,50,1.79082375300095,21
220,50,1.8006350250016112,21
219,50,2.0226338129996293,21
223,50,1.7087864999994054,21
225,50,1.572414107999066,21
222,50,2.049908951999896,21
226,50,1.6199940130009054,21
224,50,1.9426409579991741,21
228,50,1.677931701999114,21
227,50,1.6833638579992112,21
229,50,1.6525509290004265,21
231,50,1.5757980569997017,21
230,50,1.65525448399967,21
232,50,1.570881833000385,21
236,50,1.4832338560008793,21
234,50,1.8017894860004162,21
235,50,1.7845089950005786,21
237,50,1.6046667619993968,21
238,50,1.6050402110013238,21
239,50,1.487244912999813,21
233,50,2.2363244950010994,21
241,50,1.62930516599954,21
242,50,1.6830604290007614,21
243,50,1.6806779670005199,21
240,50,2.19694828899992,21
244,50,1.9291038419996767,21
245,50,1.926226667001174,21
246,50,1.9202299950011366,21
248,50,2.0231283499997517,21
250,50,2.357236707000993,21
247,50,2.538559714001167,21
249,50,2.4453054100013105,21
251,50,2.4185171099998115,21
255,50,2.021514295000088,21
256,50,2.04102045000036,21
254,50,2.055426435999834,21
252,50,2.5086095219994604,21
253,50,2.539081308999812,21
258,50,2.3446741059997294,21
257,50,2.352382455001134,21
259,50,2.3361066859997663,21
260,50,2.155075957000008,21
261,50,2.0235532959995908,21
263,50,1.9762673919994995,21
262,50,2.232190250999338,21
265,50,1.7722842809998838,21
267,50,1.735501673001636,21
264,50,1.9166561789988918,21
266,50,1.935904259000381,21
268,50,1.677072702001169,21
270,50,1.7056493860000046,21
272,50,1.682931102999646,21
273,50,1.6870038859997294,21
276,50,1.6410455410004943,21
274,50,1.7602789559987286,21
275,50,1.7743916470008116,21
269,50,1.9495215079987247,21
271,50,1.9839975720005896,21
277,50,1.7500277210001514,21
279,50,1.7080848069999774,21
278,50,1.7358097979995364,21
282,50,1.6947308649996558,21
283,50,1.7511734790004994,21
280,50,1.8982879949999187,21
281,50,1.8851916830008122,21
284,50,1.631186478998643,21
286,50,1.591740595000374,21
288,50,1.510142265999093,21
285,50,1.7351646529987192,21
289,50,1.4380376060016715,21
287,50,1.774797406998914,21
291,50,1.4253642900002887,21
292,50,1.5298671439995815,21
290,50,1.6405954410001868,21
293,50,1.6018958180011396,21
294,50,1.5873747069999808,21
295,50,1.5917554759998893,21
296,50,1.7164264040002308,21
297,50,1.6440496769992023,21
298,50,1.6152724960011255,21
299,50,1.5498383070007549,21
300,50,1.6046319100005348,21
301,50,1.543735139999626,21
303,50,1.640947945001244,21
302,50,1.8282355629999074,21
307,50,1.7354347439995763,21
308,50,1.731376174999241,21
304,50,1.9172425939996174,21
309,50,1.7164942090003024,21
305,50,1.8982909609985654,21
310,50,1.65050115700069,21
306,50,1.9072719689993392,21
311,50,1.5143162210006267,21
314,50,1.6746961160006322,21
312,50,2.0031792299996596,21
316,50,1.8300019610014715,21
313,50,1.9930113709997386,21
317,50,1.6868389720002597,21
318,50,1.7436453880000045,21
315,50,1.949428218000321,21
319,50,1.7161668370008556,21
321,50,1.6521899169983953,21
322,50,1.6541277390006144,21
323,50,1.4683531949995086,21
320,50,1.8227572650012007,21
324,50,1.739121010999952,21
325,50,1.7205370960000437,21
329,50,1.7629835799998546,21
327,50,1.7847537540001213,21
331,50,1.6964370860005147,21
330,50,1.7131711759993777,21
328,50,1.826473889999761,21
332,50,1.5878998509997473,21
326,50,1.8491224930003227,21
333,50,1.3980640979989403,21
337,50,1.550228051000886,21
334,50,1.788553881999178,21
335,50,1.7974165180003183,21
336,50,1.7882174229998782,21
340,50,1.8724268549995031,21
338,50,1.9329851160000544,21
339,50,1.9321896210003615,21
344,50,1.7617439780005952,21
343,50,1.8379954230003932,21
342,50,1.8719036750007945,21
341,50,2.2274200430001656,21
345,50,1.9107691640001576,21
346,50,1.8021457329996338,21
347,50,1.8938573409996025,21
348,50,1.9145838290005486,21
350,50,1.9099286790005863,21
353,50,1.938625005999711,21
351,50,1.955068487999597,21
354,50,1.7989772760010965,21
349,50,2.035319968001204,21
352,50,2.0587154120003106,21
355,50,1.4501921810006024,21
358,50,1.877549041999373,21
357,50,1.8869966769998427,21
356,50,2.0131758520001313,21
359,50,1.8298629529999744,21
360,50,1.7861192329983169,21
361,50,1.8329484460009553,21
364,50,1.8197983170011867,21
363,50,1.839341756000067,21
362,50,1.8512833059994591,21
366,50,1.6450677139982872,21
365,50,1.8838285649999307,21
368,50,1.6712557999999262,21
369,50,1.7225006659991777,21
370,50,1.769758571001148,21
372,50,1.7504483579996304,21
367,50,2.0408434539986047,21
371,50,1.7939323459995649,21
374,50,1.7689760649991513,21
375,50,1.7654446619999362,21
373,50,1.891668121001203,21
376,50,1.957756933001292,21
378,50,1.3859932359991944,21
377,50,1.6137733360010316,21
380,50,1.6355348180004512,21
379,50,1.64532969100037,21
381,50,1.6632297559990548,21
383,50,1.6629986570005713,21
385,50,1.7383071290005319,21
382,50,1.8460903399991366,21
384,50,1.8829537739984517,21
386,50,1.560408359999201,21
387,50,1.586921219000942,21
388,50,1.6583372670011158,21
389,50,2.027723478000553,21
390,50,2.1186538230012957,21
392,50,2.1195154910001293,21
391,50,2.1348084599994763,21
393,50,2.138812171000609,21
394,50,2.1501852620003774,21
395,50,2.3872865670000465,21
397,50,2.331333177000488,21
398,50,2.4453192920009315,21
