batch_index,num_vectors,latency_s,workers_at_time
7,80,2.0101277049998316,10
2,80,2.2311762909994286,10
8,80,2.3916451309996773,10
3,80,2.434455970000272,10
4,80,2.4595133740003803,10
5,80,2.4629619650004315,10
0,80,2.569541027000014,10
9,80,2.564978324000549,10
6,80,2.610241116999532,10
1,80,2.6539264380007808,10
11,80,0.8918843739993463,10
17,80,1.533743862000847,10
10,80,2.230904776000898,10
12,80,1.872817674999169,10
19,80,1.7436876310002845,10
18,80,1.7874710509986471,10
16,80,1.8764645739993284,10
15,80,1.967516718999832,10
13,80,2.0170093969991285,10
14,80,2.032740100999945,10
20,80,1.5266346190001059,10
21,80,0.9353075899998657,10
23,80,1.2506719039993186,10
22,80,1.2889123410004686,10
24,80,1.4610035780006,10
26,80,1.484339900998748,10
28,80,1.5241176660001656,10
27,80,1.6226720710001246,10
29,80,1.6709705779994692,10
25,80,1.7587186230011866,10
30,80,1.6861289179996675,10
31,80,1.317548942999565,10
32,80,1.0835721759995067,10
33,80,1.101792174998991,10
34,80,1.1437238920007076,10
35,80,1.0983731010001065,10
36,80,1.0871711520012468,10
37,80,1.3019735279995075,10
38,80,1.2065213109999604,10
39,80,1.3053509490000579,10
40,80,1.2497747719990002,10
41,80,1.3558407919990714,10
43,80,1.2480063369985146,10
42,80,1.300429790000635,10
45,80,1.1653997440007515,10
44,80,1.4017314789998636,10
46,80,1.3372903809995478,10
48,80,1.269783321999057,10
47,80,1.3707127219986432,10
49,80,1.3252185040000768,10
50,80,1.4343818020006438,10
51,80,1.4500168150007084,10
53,80,1.2897436900002504,10
52,80,1.359615498000494,10
54,80,1.4258411750015512,10
55,80,1.3480050090001896,10
56,80,1.3664818080014811,10
57,80,1.272368069001459,10
59,80,1.2280494210008328,10
58,80,1.4356281609998405,10
60,80,1.372036336999372,10
61,80,1.2898947020003106,10
62,80,1.4163830540001072,10
63,80,1.5234094219995313,10
64,80,1.3153257199992368,10
66,80,1.323163940998711,10
65,80,1.4389979759998823,10
67,80,1.3403731220005284,10
68,80,1.301781697999104,10
69,80,1.4103230900000199,10
70,80,1.2993983519991161,10
71,80,1.3434805830002006,10
72,80,1.2538895729994692,10
73,80,1.2408254090005357,10
74,80,1.1299442689996795,10
75,80,1.3594576199993753,10
76,80,1.289847584999734,10
77,80,1.2517533589998493,10
79,80,1.2097295420007868,10
78,80,1.4614043840010709,10
80,80,1.1625313000004098,10
82,80,1.3533999100000074,10
84,80,1.2326160899992828,10
83,80,1.2839146799997252,10
81,80,1.6779780110009597,10
87,80,1.3945356320000428,10
85,80,1.5248728480000864,10
86,80,1.5221174920006888,10
88,80,1.3936866829990322,10
89,80,1.4442678310006158,10
90,80,1.5572110989996872,10
91,80,1.4180651570004557,10
93,80,1.4146785200009617,10
92,80,1.5222068019993458,10
94,80,1.39841967600114,10
95,80,1.4010737059998064,10
96,80,1.4483597340004053,10
97,80,1.4429415850008809,10
98,80,1.56776376200105,10
99,80,1.6045163570015575,10
100,80,1.515143922999414,10
101,80,1.5719062110001687,10
102,80,1.6088020989991492,10
103,80,1.7615017210009682,10
104,80,1.8454264119991421,10
105,80,1.5030320770001708,10
107,80,1.699325700999907,10
106,80,1.765557460999844,10
109,80,1.6276918329986074,10
